ID,GRUPO,EMPRESA,SEGMENTO,CIDADE_UF,GPTW,STATUS_MAPEAMENTO,SITE_OFICIAL,LINKEDIN_EMPRESA,GESTOR_RH,CARGO_RH,LINKEDIN_GESTOR_RH,EMAIL_CONTATO,TELEFONE,PORTAL_VAGAS,OBSERVACOES
72,CONCORRENTE - PETROQUIMICA,PRIO S.A. (ex-PetroRio),Exploracao e Producao de Petroleo e Gas,Rio de Janeiro-RJ,,,https://prio3.com.br/,https://www.linkedin.com/company/prio3,Nao identificado,,,Verificar via site,,https://prio.gupy.io/,Concorrente de ACELEN. Maior produtora independente de petroleo do Brasil. CEO: Roberto Bernardes Monteiro. Opera no Campo de Frade e Albacora Leste.
73,CONCORRENTE - PETROQUIMICA,Raizen,Energia / Producao de Etanol e Acucar / Distribuicao de Combustiveis,Sao Paulo-SP (sede) / operacoes em todo o Brasil,,,https://www.raizen.com.br/,https://www.linkedin.com/company/raizenoficial,Carlos Alberto Griner,"VP de Gente, Comunicacao e SSMA / CHRO",https://www.linkedin.com/in/carlosalbertogriner/,c***@raizen.com (via ZoomInfo),,https://genteraizen.gupy.io/,Concorrente de ACELEN. Mais de 46.000 funcionarios. Joint venture Cosan/Shell. Maior produtora de etanol do mundo. CEO: Nelson Gomes.
74,CONCORRENTE - PETROQUIMICA,Vibra Energia (ex-BR Distribuidora),Distribuicao de Combustiveis e Lubrificantes / Energia,Rio de Janeiro-RJ (sede) / operacoes nacionais,,,https://www.vibraenergia.com.br/,https://www.linkedin.com/company/vibra-energia,Selma Fernandes,Diretora de Gente e Gestao,https://www.linkedin.com/in/selmarfernandes/,,,https://vibraenergia.gupy.io/,Concorrente de ACELEN. Maior distribuidora de combustiveis e lubrificantes do Brasil. 50 anos de historia.
75,CONCORRENTE - PETROQUIMICA,Grupo Atem / REAM (Refinaria da Amazonia),Distribuicao de Combustiveis e Refino de Petroleo,Manaus-AM,,,https://atem.com.br/,https://www.linkedin.com/company/postosatem,Walney Bentes,Diretor de Recursos Humanos,Buscar via LinkedIn da empresa,recrutamento@atem.com.br,,https://atem.com.br/ (secao Trabalhe Conosco),Concorrente de ACELEN. DNA amazonense. 28 anos de historia. Adquiriu refinaria REMAN (agora REAM) da Petrobras.
76,CONCORRENTE - PETROQUIMICA,Dax Oil Refino S.A.,Refino de Petroleo - Produtos Quimicos e Petroquimicos,Camacari-BA (Polo Industrial),,,https://dax-oil.com/,https://www.linkedin.com/company/dax-oil-refino-s-a-,Nao identificado,,,Verificar via site,,Verificar site,Concorrente de ACELEN. Primeira refinaria privada da Bahia (desde 2001). Diretores: Cyro Valentini Jr e Francisco Carlos Carvalho.
77,CONCORRENTE - PETROQUIMICA,SSOil Energy S.A.,Refino de Petroleo (mini-refinaria),Coroados-SP,,,https://ssoilenergy.com/,https://www.linkedin.com/company/ssoil-energy,Nao identificado,,,Verificar via site (secao Trabalhe Conosco),,https://www.ssoilenergy.com/trabalhe-conosco/,Concorrente de ACELEN. Refinaria 100% brasileira. Capacidade 12.500 bpd. A mais a oeste do Brasil.
78,CONCORRENTE - PETROQUIMICA,PX Energy (Parana Xisto),Industrializacao de Xisto / Energia,Sao Mateus do Sul-PR,,,https://pxenergy.com.br/,"Buscar ""PX Energy"" ou ""Parana Xisto""",Nao identificado,,,Verificar via site,,Verificar site,Concorrente de ACELEN. Grupo canadense Forbes & Manhattan. Adquiriu SIX da Petrobras. Enfrentou impasses contratuais.
79,CONCORRENTE - PETROQUIMICA,Brasil Refino,Refino de Petroleo,Bahia,,,https://brasilrefino.com.br/,https://www.linkedin.com/company/brasil-refino,Nao identificado,,,Verificar via site,,Verificar site,Concorrente de ACELEN. Projeto em fase final de implantacao (95% progresso fisico). Membro da Refina Brasil.
80,CONCORRENTE - PETROQUIMICA,BASF Brasil,"Quimica Especializada - Surfactantes, Care Chemicals, Performance",Sao Bernardo do Campo-SP (sede) / varias unidades no Brasil,,,https://www.basf.com/br/pt,https://www.linkedin.com/company/basf,Ver BLOCO 1 (Concorrente 1.5). Betsy Rodriguez,RH (referencia),Buscar via LinkedIn,Verificar via site de carreiras,,https://www.basf.com/br/pt/careers,Concorrente de OXITENO/INDOVINYA. Tambem concorrente da Braskem. Divisao Care Chemicals compete diretamente com Oxiteno em surfactantes.
81,CONCORRENTE - PETROQUIMICA,Evonik Brasil,"Quimica Especializada - Surfactantes, Care Chemicals, Silica","Sao Paulo-SP / Americana-SP, Aracruz-ES, Castro-PR",,,https://www.evonik.com/,https://www.linkedin.com/company/evonik,Ver BLOCO 1 (Concorrente 1.8),,,Verificar via site,,Evonik careers site,Concorrente de OXITENO/INDOVINYA. Tambem concorrente da Braskem. Forte em aditivos para cuidados pessoais e surfactantes.
82,CONCORRENTE - PETROQUIMICA,Clariant Brasil Ltda,"Quimica Especializada - Surfactantes, Aditivos, Catalise",Suzano-SP (sede industrial) / Sao Paulo-SP (escritorio),,,https://www.clariant.com/,https://www.linkedin.com/company/clariant-s.a.,Nao identificado,,,Verificar via site (Career Contacts: https://www.clariant.com/en/Careers/Contact),,https://careers.clariant.com/,"Concorrente de OXITENO/INDOVINYA. Suica. Forte em quimica para mineracao, petroleo e agricultura na America Latina."
83,CONCORRENTE - PETROQUIMICA,Croda do Brasil,"Quimica Especializada - Surfactantes, Lanolina, Esteres, Ingredientes Cosmeticos",Campinas-SP,,,https://www.croda.com/en-gb/about-us/where-we-operate/latin-america/brazil,https://www.linkedin.com/company/croda,Nao identificado,,,,,https://croda.gupy.io/,Concorrente de OXITENO/INDOVINYA. Fundada no Brasil em 1974. ~200 funcionarios em Campinas. Centro de inovacao para America Latina.
84,CONCORRENTE - PETROQUIMICA,Nouryon Brasil (ex-AkzoNobel Specialty Chemicals),"Quimica Especializada - Surfactantes, Agentes Quelantes, Polimeros","Itupeva-SP (sede/fabrica/centro inovacao) / Paulinia-SP, Tres Lagoas-MS",,,https://www.nouryon.com/,https://www.linkedin.com/company/nouryon,Nao identificado,,,comunica_espquimicas@nouryon.com / +55 11 4591-8800,,https://trabalheconosco.vagas.com.br/nouryon,Concorrente de OXITENO/INDOVINYA. Lider global em quimicas especializadas. Forte em surfactantes para cuidados pessoais e limpeza.
85,CONCORRENTE - PETROQUIMICA,Solvay / Rhodia Brasil,"Quimica Especializada - Solventes, Polimeros, Surfactantes",Sao Paulo-SP / Paulinia-SP,,,https://www.solvay.com/,https://www.linkedin.com/company/rhodiabrasil,Alessandra Geronimo,"Gerente de Recursos Humanos (ver BLOCO 1, Concorrente 1.10)",https://www.linkedin.com/in/alessandra-geronimo-b44a6185/,,,https://www.solvay.com/en/careers,Concorrente de OXITENO/INDOVINYA. Tambem concorrente da Braskem. Historica presenca no Brasil via marca Rhodia.
86,CONCORRENTE - PETROQUIMICA,Dow Brasil,"Quimica - Surfactantes, Silicones, Materiais de Performance","Sao Paulo-SP (sede) / Jundiai-SP, Hortolandia-SP, Aratu-BA",,,https://br.dow.com/pt-br,https://www.linkedin.com/company/dow-chemical,Ver BLOCO 1 (Concorrente 1.6),,,https://br.dow.com/pt-br/contact.html,,Via site Dow,Concorrente de OXITENO/INDOVINYA. Tambem concorrente da Braskem. Silicones e surfactantes para cuidados pessoais e industriais.
87,CONCORRENTE - PETROQUIMICA,Stepan Company Brasil,"Quimica Especializada - Surfactantes, Poliuretanos",Varzea Paulista-SP,,,https://www.stepan.com/,https://www.linkedin.com/company/stepan-company,Nao identificado,,,Verificar via site,,https://www.stepan.com/careers,Concorrente de OXITENO/INDOVINYA. Americana. Um dos maiores produtores de surfactantes do mundo. Producao no Brasil.
88,CONCORRENTE - PETROQUIMICA,Lanxess Brasil,"Quimica Especializada - Aditivos, Intermediarios","Sao Paulo-SP / Porto Feliz-SP, Duque de Caxias-RJ",,,https://lanxess.com.br/,https://www.linkedin.com/company/lanxess,Ver BLOCO 1 (Concorrente 1.9),,,Verificar via site,,https://career.lanxess.com/,Concorrente de OXITENO/INDOVINYA. Tambem concorrente da Braskem. Quimica especializada alema.
89,CONCORRENTE - PETROQUIMICA,Archroma Brasil,"Quimica Especializada - Corantes, Quimicos Texteis, Emulsoes",Brasil (operacao comercial e producao de emulsoes),,,https://www.archroma.com/,https://www.linkedin.com/company/archroma,Nao identificado,,,https://www.archroma.com/contact-us,,Via site Archroma,Concorrente de OXITENO/INDOVINYA. Suica. Negocio de Emulsion Products gerenciado a partir do Brasil. 4.000+ funcionarios globais.
90,CONCORRENTE - PETROQUIMICA,BASF Brasil,"Quimica Especializada - Poliuretanos, Isocianatos, MDI/TDI",Sao Bernardo do Campo-SP / varias unidades,,,https://www.basf.com/br/pt,https://www.linkedin.com/company/basf,Ver BLOCO 1 (Concorrente 1.5),,,,,https://www.basf.com/br/pt/careers,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Braskem e Oxiteno. Concorre diretamente com Huntsman em poliuretanos e MDI.
91,CONCORRENTE - PETROQUIMICA,Dow Brasil,"Quimica - Poliuretanos, Isocianatos, Silicones","Sao Paulo-SP / Guaruja-SP, Aratu-BA",,,https://br.dow.com/pt-br,https://www.linkedin.com/company/dow-chemical,Ver BLOCO 1 (Concorrente 1.6),,,,,Via site Dow,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Braskem e Oxiteno. Forte em sistemas de poliuretano.
92,CONCORRENTE - PETROQUIMICA,Evonik Brasil,"Quimica Especializada - Isocianatos, Aditivos, Polimeros","Sao Paulo-SP / Americana-SP, Castro-PR",,,https://www.evonik.com/,https://www.linkedin.com/company/evonik,Ver BLOCO 1 (Concorrente 1.8),,,,,Via site Evonik,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Braskem e Oxiteno.
93,CONCORRENTE - PETROQUIMICA,Lanxess Brasil,"Quimica Especializada - Pigmentos, Aditivos, Intermediarios","Sao Paulo-SP / Porto Feliz-SP, Duque de Caxias-RJ",,,https://lanxess.com.br/,https://www.linkedin.com/company/lanxess,Ver BLOCO 1 (Concorrente 1.9),,,,,https://career.lanxess.com/,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Braskem e Oxiteno.
94,CONCORRENTE - PETROQUIMICA,Clariant Brasil,"Quimica Especializada - Catalise, Aditivos, Pigmentos",Suzano-SP / Sao Paulo-SP,,,https://www.clariant.com/,https://www.linkedin.com/company/clariant-s.a.,Ver BLOCO 3 (Concorrente 3.3),,,,,https://careers.clariant.com/,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Oxiteno.
95,CONCORRENTE - PETROQUIMICA,Cabot Brasil,"Quimica Especializada - Negro de Fumo, Materiais de Performance",Maua-SP,,,https://www.cabotcorp.com/,https://www.linkedin.com/company/cabot-corporation,Ver BLOCO 1 (Concorrente 1.7),,,,,Via site Cabot,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Braskem.
96,CONCORRENTE - PETROQUIMICA,Solvay / Rhodia Brasil,"Quimica Especializada - Polimeros Avancados, Silica, Solventes",Sao Paulo-SP / Paulinia-SP,,,https://www.solvay.com/,https://www.linkedin.com/company/rhodiabrasil,"Alessandra Geronimo (ver BLOCO 1, Concorrente 1.10)",,https://www.linkedin.com/in/alessandra-geronimo-b44a6185/,,,https://www.solvay.com/en/careers,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Braskem e Oxiteno.
97,CONCORRENTE - PETROQUIMICA,Nouryon Brasil,"Quimica Especializada - Peroxidos Organicos, Surfactantes, Quelantes",Itupeva-SP / Paulinia-SP,,,https://www.nouryon.com/,https://www.linkedin.com/company/nouryon,Ver BLOCO 3 (Concorrente 3.5),,,comunica_espquimicas@nouryon.com,,https://trabalheconosco.vagas.com.br/nouryon,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Oxiteno.
98,CONCORRENTE - PETROQUIMICA,Croda do Brasil,"Quimica Especializada - Ingredientes para Polimeros, Cuidados Pessoais",Campinas-SP,,,https://www.croda.com/,https://www.linkedin.com/company/croda,Ver BLOCO 3 (Concorrente 3.4),,,,,https://croda.gupy.io/,Concorrente de HUNTSMAN BRASIL. Tambem concorrente da Oxiteno.
99,CONCORRENTE - PETROQUIMICA,Arkema Brasil,"Quimica Especializada - Adesivos, Polimeros Avancados, Revestimentos",Sao Paulo-SP (escritorio comercial),,,https://www.arkema.com/,https://www.linkedin.com/company/arkema,Nao identificado,,,Verificar via site,,Via site Arkema (secao Careers),"Concorrente de HUNTSMAN BRASIL. Francesa. Forte em materiais avancados, adesivos e revestimentos. Compete com Huntsman em resinas epoxy e poliuretanos."
100,CONCORRENTE - CELULOSE/PAPEL,Klabin S.A.,"Celulose, Papel e Embalagens",São Paulo-SP,,,https://klabin.com.br,https://www.linkedin.com/company/klabin,Ana Cristina Barcellos,Diretora de Pessoas e Serviços Corporativos,,,,https://carreiras.klabin.com.br,Concorrente de Suzano. Também concorrente de Bracell e Veracel. Receita ~R$18 bi. 73ª maior empresa do Brasil.
101,CONCORRENTE - CELULOSE/PAPEL,Eldorado Brasil Celulose,Celulose,Três Lagoas-MS,,,https://www.eldoradobrasil.com.br,https://www.linkedin.com/company/eldorado-brasil,Elcio Trajano Júnior,"Diretor de RH, Sustentabilidade e Comunicação",,,,https://vagaseldoradobrasil.gupy.io,"Concorrente de Suzano. Também concorrente de Bracell e Veracel. Receita ~R$5,7 bi. RH eleito melhor do país 2025."
102,CONCORRENTE - CELULOSE/PAPEL,Sylvamo Brasil (ex-International Paper),Papel de Imprimir e Escrever,Mogi Guaçu-SP,,,https://www.sylvamo.com/br/pt,https://www.linkedin.com/company/sylvamo-brasil,Nao identificado,,,,,https://sylvamo.inhire.app/vagas,"Concorrente de Suzano. Também concorrente de Bracell e Veracel. Receita ~R$4,8 bi. 3 unidades industriais: Mogi Guaçu (SP), Luiz Antônio (SP), Três Lagoas (MS)."
103,CONCORRENTE - CELULOSE/PAPEL,Cenibra (Celulose Nipo-Brasileira),Celulose de Eucalipto,Belo Oriente-MG,,,https://www.cenibra.com.br,https://www.linkedin.com/company/cenibra-celulose,Jadson Dias,Gerente de Recursos Humanos,,,,https://cenibra.gupy.io,"Concorrente de Suzano. Também concorrente de Bracell e Veracel. Receita ~R$3,3 bi. Capital japonês (Japan Brazil Paper and Pulp Resources)."
104,CONCORRENTE - CELULOSE/PAPEL,Irani Papel e Embalagem,Papel e Embalagens Sustentáveis,Joaçaba-SC / Porto Alegre-RS,,,https://irani.com.br,https://www.linkedin.com/company/irani_oficial,Fabiano Oliveira,"Diretor de Pessoas, Estratégia e Gestão",,,,https://irani.com.br/trabalhe-conosco,"Concorrente de Suzano. Receita ~R$1,5 bi. +80 anos no mercado. Listada na B3."
105,CONCORRENTE - CELULOSE/PAPEL,CMPC Celulose Riograndense,Celulose de Eucalipto,Guaíba-RS,,,https://cmpcbrasil.com.br,https://www.linkedin.com/company/cmpc-brasil,Nao identificado,,,,,https://www.cmpc.com/en/work-with-us/,"Concorrente de Suzano. Também concorrente de Bracell e Veracel. Grupo chileno. Fábrica em Guaíba-RS com capacidade de 2,5M ton/ano."
106,CONCORRENTE - CELULOSE/PAPEL,Santher (Fábrica de Papel Santa Therezinha),Papel Tissue / Papéis Especiais,São Paulo-SP,,,https://www.santher.com.br,https://www.linkedin.com/company/santher,Nao identificado,,,,,https://www.99jobs.com/santher,"Concorrente de Suzano. Controlada por Daio Paper e Marubeni (Japão). +82 anos. Fábricas em SP, MG, MT."
107,CONCORRENTE - CELULOSE/PAPEL,Mili S/A,Papel Tissue / Higiene,Curitiba-PR,,,https://www.mili.com.br,https://www.linkedin.com/company/mili-s-a,Nao identificado,,,,,http://www.mili.com.br/fale-com-a-mili/,"Concorrente de Suzano. Maior indústria brasileira de papel tissue. Fábricas em Três Barras (SC), Curitiba (PR), Maceió (AL)."
108,CONCORRENTE - CELULOSE/PAPEL,Trombini Embalagens,Papel e Embalagens de Papelão Ondulado,Curitiba-PR,,,https://www.trombini.com.br,https://www.linkedin.com/company/trombini-embalagens,Nao identificado,,,,,https://trombini.gupy.io,"Concorrente de Suzano. Desde 1941. Líder em sacos de papel multifolhados. 3 unidades: Curitiba, Farroupilha e Fraiburgo."
109,CONCORRENTE - CELULOSE/PAPEL,Penha S/A (Grupo Penha),Papel e Embalagens de Papelão Ondulado,Itapira-SP,,,https://www.penha.com.br,https://www.linkedin.com/company/nspenha,Nao identificado,,,,,,Concorrente de Suzano. 61 anos de operação. 7 unidades. Presidente: Carlos Edson Shiguematsu.
110,CONCORRENTE - CELULOSE/PAPEL,Klabin S.A.,"Celulose, Papel e Embalagens",São Paulo-SP,,,https://klabin.com.br,https://www.linkedin.com/company/klabin,Ana Cristina Barcellos,Diretora de Pessoas e Serviços Corporativos,,,,https://carreiras.klabin.com.br,Concorrente de Bracell. Também concorrente de Suzano e Veracel.
111,CONCORRENTE - CELULOSE/PAPEL,Eldorado Brasil Celulose,Celulose,Três Lagoas-MS,,,https://www.eldoradobrasil.com.br,https://www.linkedin.com/company/eldorado-brasil,Elcio Trajano Júnior,"Diretor de RH, Sustentabilidade e Comunicação",,,,https://vagaseldoradobrasil.gupy.io,Concorrente de Bracell. Também concorrente de Suzano e Veracel.
112,CONCORRENTE - CELULOSE/PAPEL,Cenibra (Celulose Nipo-Brasileira),Celulose de Eucalipto,Belo Oriente-MG,,,https://www.cenibra.com.br,https://www.linkedin.com/company/cenibra-celulose,Jadson Dias,Gerente de Recursos Humanos,,,,https://cenibra.gupy.io,Concorrente de Bracell. Também concorrente de Suzano e Veracel.
113,CONCORRENTE - CELULOSE/PAPEL,CMPC Celulose Riograndense,Celulose de Eucalipto,Guaíba-RS,,,https://cmpcbrasil.com.br,https://www.linkedin.com/company/cmpc-brasil,Nao identificado,,,,,https://www.cmpc.com/en/work-with-us/,Concorrente de Bracell. Também concorrente de Suzano e Veracel.
114,CONCORRENTE - CELULOSE/PAPEL,Sylvamo Brasil,Papel de Imprimir e Escrever,Mogi Guaçu-SP,,,https://www.sylvamo.com/br/pt,https://www.linkedin.com/company/sylvamo-brasil,Nao identificado,,,,,https://sylvamo.inhire.app/vagas,Concorrente de Bracell. Também concorrente de Suzano e Veracel.
115,CONCORRENTE - CELULOSE/PAPEL,Irani Papel e Embalagem,Papel e Embalagens Sustentáveis,Joaçaba-SC / Porto Alegre-RS,,,https://irani.com.br,https://www.linkedin.com/company/irani_oficial,Fabiano Oliveira,"Diretor de Pessoas, Estratégia e Gestão",,,,https://irani.com.br/trabalhe-conosco,Concorrente de Bracell. Também concorrente de Suzano.
116,CONCORRENTE - CELULOSE/PAPEL,Santher (Fáb. Papel Santa Therezinha),Papel Tissue / Papéis Especiais,São Paulo-SP,,,https://www.santher.com.br,https://www.linkedin.com/company/santher,Nao identificado,,,,,https://www.99jobs.com/santher,Concorrente de Bracell. Também concorrente de Suzano.
117,CONCORRENTE - CELULOSE/PAPEL,Mili S/A,Papel Tissue / Higiene,Curitiba-PR,,,https://www.mili.com.br,https://www.linkedin.com/company/mili-s-a,Nao identificado,,,,,http://www.mili.com.br/fale-com-a-mili/,Concorrente de Bracell. Também concorrente de Suzano.
118,CONCORRENTE - CELULOSE/PAPEL,Trombini Embalagens,Papel e Embalagens de Papelão Ondulado,Curitiba-PR,,,https://www.trombini.com.br,https://www.linkedin.com/company/trombini-embalagens,Nao identificado,,,,,https://trombini.gupy.io,Concorrente de Bracell. Também concorrente de Suzano.
119,CONCORRENTE - CELULOSE/PAPEL,Penha S/A (Grupo Penha),Papel e Embalagens de Papelão Ondulado,Itapira-SP,,,https://www.penha.com.br,https://www.linkedin.com/company/nspenha,Nao identificado,,,,,,Concorrente de Bracell. Também concorrente de Suzano.
120,CONCORRENTE - CELULOSE/PAPEL,Klabin S.A.,"Celulose, Papel e Embalagens",São Paulo-SP,,,https://klabin.com.br,https://www.linkedin.com/company/klabin,Ana Cristina Barcellos,Diretora de Pessoas e Serviços Corporativos,,,,https://carreiras.klabin.com.br,Concorrente de Veracel. Também concorrente de Suzano e Bracell.
121,CONCORRENTE - CELULOSE/PAPEL,Eldorado Brasil Celulose,Celulose,Três Lagoas-MS,,,https://www.eldoradobrasil.com.br,https://www.linkedin.com/company/eldorado-brasil,Elcio Trajano Júnior,"Diretor de RH, Sustentabilidade e Comunicação",,,,https://vagaseldoradobrasil.gupy.io,Concorrente de Veracel. Também concorrente de Suzano e Bracell.
122,CONCORRENTE - CELULOSE/PAPEL,Cenibra (Celulose Nipo-Brasileira),Celulose de Eucalipto,Belo Oriente-MG,,,https://www.cenibra.com.br,https://www.linkedin.com/company/cenibra-celulose,Jadson Dias,Gerente de Recursos Humanos,,,,https://cenibra.gupy.io,Concorrente de Veracel. Também concorrente de Suzano e Bracell.
123,CONCORRENTE - CELULOSE/PAPEL,CMPC Celulose Riograndense,Celulose de Eucalipto,Guaíba-RS,,,https://cmpcbrasil.com.br,https://www.linkedin.com/company/cmpc-brasil,Nao identificado,,,,,https://www.cmpc.com/en/work-with-us/,Concorrente de Veracel. Também concorrente de Suzano e Bracell.
124,CONCORRENTE - CELULOSE/PAPEL,Sylvamo Brasil,Papel de Imprimir e Escrever,Mogi Guaçu-SP,,,https://www.sylvamo.com/br/pt,https://www.linkedin.com/company/sylvamo-brasil,Nao identificado,,,,,https://sylvamo.inhire.app/vagas,Concorrente de Veracel. Também concorrente de Suzano e Bracell.
125,CONCORRENTE - CELULOSE/PAPEL,Bracell (RGE/Royal Golden Eagle),Celulose Especial (Dissolving Pulp),Lençóis Paulista-SP / Camaçari-BA,,,https://www.bracell.com,https://www.linkedin.com/company/bracell,Carlos Gasparetto,Diretor de RH Bracell SP,,,,https://bracell.enlizt.me,Concorrente de Veracel. Concorrente direto de Veracel em celulose de eucalipto.
126,CONCORRENTE - CELULOSE/PAPEL,Irani Papel e Embalagem,Papel e Embalagens Sustentáveis,Joaçaba-SC / Porto Alegre-RS,,,https://irani.com.br,https://www.linkedin.com/company/irani_oficial,Fabiano Oliveira,"Diretor de Pessoas, Estratégia e Gestão",,,,https://irani.com.br/trabalhe-conosco,Concorrente de Veracel. Também concorrente de Suzano.
127,CONCORRENTE - CELULOSE/PAPEL,Santher (Fáb. Papel Santa Therezinha),Papel Tissue / Papéis Especiais,São Paulo-SP,,,https://www.santher.com.br,https://www.linkedin.com/company/santher,Nao identificado,,,,,https://www.99jobs.com/santher,Concorrente de Veracel. Também concorrente de Suzano.
128,CONCORRENTE - CELULOSE/PAPEL,Mili S/A,Papel Tissue / Higiene,Curitiba-PR,,,https://www.mili.com.br,https://www.linkedin.com/company/mili-s-a,Nao identificado,,,,,http://www.mili.com.br/fale-com-a-mili/,Concorrente de Veracel. Também concorrente de Suzano.
129,CONCORRENTE - CELULOSE/PAPEL,Trombini Embalagens,Papel e Embalagens de Papelão Ondulado,Curitiba-PR,,,https://www.trombini.com.br,https://www.linkedin.com/company/trombini-embalagens,Nao identificado,,,,,https://trombini.gupy.io,Concorrente de Veracel. Também concorrente de Suzano.
130,CONCORRENTE - FERTILIZANTES,Yara Brasil Fertilizantes,Fertilizantes,Porto Alegre-RS / São Paulo-SP,,,https://www.yarabrasil.com.br,https://www.linkedin.com/company/yarabroficial,Luciana Amaro,VP de Recursos Humanos Américas,,,,https://jobs.yara.com/?locale=pt_BR,Concorrente de Cibra/Cibrafertil. Líder do mercado brasileiro. ~25% market share. Multinacional norueguesa.
131,CONCORRENTE - FERTILIZANTES,Mosaic Fertilizantes,Fertilizantes,São Paulo-SP,,,https://mosaicco.com.br,https://www.linkedin.com/company/mosaicbr,Maurício Kichese,Gerente Sênior de RH / Diretor RH,,,,https://mosaic.wd5.myworkdayjobs.com/mosaic,Concorrente de Cibra/Cibrafertil. ~20% market share. Produtora e misturadora. Presença em 10 estados.
132,CONCORRENTE - FERTILIZANTES,Grupo Fertipar,Fertilizantes (Misturadora),Curitiba-PR / Paranaguá-PR,,,https://fertipar.com.br,https://www.linkedin.com/company/fertipar,Elisete Gonçalves,Supervisora de RH,,,,,Concorrente de Cibra/Cibrafertil. ~15% market share. 12 empresas em todas as regiões do país. Fundada 1980.
133,CONCORRENTE - FERTILIZANTES,Fertilizantes Heringer,Fertilizantes,Viana-ES,,,https://www.heringer.com.br,https://www.linkedin.com/company/fertilizantes-heringer-s.a.,Jose Lucas Rodrigues,Gerente de RH,,,,https://www.heringer.com.br/trabalhe-conosco,Concorrente de Cibra/Cibrafertil. ~13% market share. Listada na B3. Controlada por EuroChem.
134,CONCORRENTE - FERTILIZANTES,EuroChem Brasil (Fertilizantes Tocantins),Fertilizantes,Goiânia-GO,,,https://www.eurochem.com.br,https://www.linkedin.com/company/eurochembr,Daniela Machado,Gerente de Desenvolvimento Organizacional,,,,https://carreiras.gupy.io,Concorrente de Cibra/Cibrafertil. Multinacional russa. 9 fábricas no Brasil. 750 colaboradores.
135,CONCORRENTE - FERTILIZANTES,Nutrien Soluções Agrícolas,Fertilizantes / Insumos Agrícolas,São Paulo-SP,,,https://www.nutrienag.com.br,https://www.linkedin.com/company/nutrienbr,Nao identificado,,,,,,"Concorrente de Cibra/Cibrafertil. Multinacional canadense. 24 lojas em SP, MG e GO. +200 consultores técnicos."
136,CONCORRENTE - FERTILIZANTES,ICL América do Sul,Fertilizantes Especiais,São Paulo-SP,,,https://bra.icl-group.com,https://www.linkedin.com/company/icl-america-do-sul,Nao identificado,,,,,https://careers.icl-group.com/?locale=pt_BR,Concorrente de Cibra/Cibrafertil. Multinacional israelense. ~11.000 funcionários global.
137,CONCORRENTE - FERTILIZANTES,Vittia Fertilizantes e Biológicos,Fertilizantes Especiais / Biológicos,São Joaquim da Barra-SP,,,https://vittia.com.br,https://www.linkedin.com/company/vittia,Nao identificado,,,,,https://trabalheconosco.vagas.com.br/vittia,Concorrente de Cibra/Cibrafertil. Listada na B3 (VITT3). 8 unidades industriais. IPO 2021.
138,CONCORRENTE - FERTILIZANTES,Compass Minerals (antiga Produquímica),Fertilizantes / Nutrição Vegetal,São Paulo-SP,,,https://www.compassminerals.com,https://www.linkedin.com/company/compass-minerals,Nao identificado,,,,,,Concorrente de Cibra/Cibrafertil. Opera no Brasil no segmento de fertilizantes especiais e sal.
139,CONCORRENTE - FERTILIZANTES,OCP Brasil (OCP Group Marrocos),Fertilizantes Fosfatados,São Paulo-SP,,,https://www.ocpgroup.ma,https://www.linkedin.com/company/ocp-group,Nao identificado,,,,,,Concorrente de Cibra/Cibrafertil. Parceria estratégica com a Cibra nos fertilizantes BaseFort. Multinacional marroquina.
140,CONCORRENTE - REFRATARIOS,Vesuvius Brasil (Vesuvius Refratários),Refratários / Engenharia Metal Fundido,Rio de Janeiro-RJ / Resende-RJ,,,https://www.vesuvius.com,https://www.linkedin.com/company/vesuvius,Nao identificado,,,,,,Concorrente de RHI Magnesita. Nº 2 global em refratários. Multinacional britânica. Atende siderurgia e fundição.
141,CONCORRENTE - REFRATARIOS,IBAR (Indústrias Bras. de Artigos Refratários),Refratários,Poá-SP,,,https://ibar.com.br,https://www.linkedin.com/company/ibar-refratarios,Nao identificado,,,,,,Concorrente de RHI Magnesita. Fundada 1942. +80 anos. +1000 colaboradores. 6 plantas industriais.
142,CONCORRENTE - REFRATARIOS,Togni S/A Materiais Refratários,Refratários,Poços de Caldas-MG,,,https://www.togni.com.br,https://www.linkedin.com/company/togni-s-a-materiais-refratarios,Emerci Togni,Diretor de RH,,,,,Concorrente de RHI Magnesita. Desde 1910. +110 anos. Presidente: Livio Valerio Togni.
143,CONCORRENTE - REFRATARIOS,Refratek Ind. e Com. de Prod. Refratários,Refratários / Isolantes,Joinville-SC,,,https://refratek.com.br,https://www.linkedin.com/company/refratek-ltda,Nao identificado,,,,,,Concorrente de RHI Magnesita. Fundada 1990. +30 anos. Certificada ISO 9001:2015.
